tanggal,bulan,tahun,kode_cabang,cabang,customer_id,kategori_rating,rating
25,Jan,2021,BA111,Bandung,27391970,layanan,4
25,Jan,2021,BA111,Bandung,81f670e5,kebersihan,3
25,Jan,2021,BA111,Bandung,4bdc330f,fasilitas,4
26,Jan,2021,BA111,Bandung,e47abb52,makanan,5
26,Jan,2021,BA111,Bandung,327a4121,minuman,3
26,Jan,2021,BA111,Bandung,cb7f20c2,layanan,4
26,Jan,2021,BA111,Bandung,61a35e2f,kebersihan,3
26,Jan,2021,BA111,Bandung,363e19e2,fasilitas,4
27,Jan,2021,BA111,Bandung,7a6718fe,makanan,4
27,Jan,2021,BA111,Bandung,fbd70b27,minuman,3
27,Jan,2021,BA111,Bandung,e4e54ad4,layanan,3
27,Jan,2021,BA111,Bandung,ae3fa06d,kebersihan,3
27,Jan,2021,BA111,Bandung,f873e977,fasilitas,3
28,Jan,2021,BA111,Bandung,ab881b87,makanan,5
28,Jan,2021,BA111,Bandung,154da70d,minuman,5
28,Jan,2021,BA111,Bandung,a76ad02d,layanan,4
28,Jan,2021,BA111,Bandung,20ab2dda,kebersihan,5
28,Jan,2021,BA111,Bandung,d1a6781f,fasilitas,4
29,Jan,2021,BA111,Bandung,bc91871b,makanan,4
29,Jan,2021,BA111,Bandung,3f1ec459,minuman,3
29,Jan,2021,BA111,Bandung,eeba061d,layanan,4
29,Jan,2021,BA111,Bandung,6732fb55,kebersihan,4
29,Jan,2021,BA111,Bandung,e94463a5,fasilitas,5
30,Jan,2021,BA111,Bandung,aef06137,makanan,5
30,Jan,2021,BA111,Bandung,abdaba79,minuman,3
30,Jan,2021,BA111,Bandung,725f1317,layanan,5
30,Jan,2021,BA111,Bandung,c891686b,kebersihan,4
30,Jan,2021,BA111,Bandung,8513a2f6,fasilitas,3
31,Jan,2021,BA111,Bandung,ff905cc4,makanan,4
31,Jan,2021,BA111,Bandung,c683204e,minuman,3
31,Jan,2021,BA111,Bandung,b1357fd7,layanan,3
31,Jan,2021,BA111,Bandung,cac88708,kebersihan,3
31,Jan,2021,BA111,Bandung,16d0dfe0,fasilitas,5
1,Feb,2021,BA111,Bandung,0a6e1fcd,makanan,5
1,Feb,2021,BA111,Bandung,be2cf37b,minuman,3
1,Feb,2021,BA111,Bandung,4fe34fe0,layanan,4
1,Feb,2021,BA111,Bandung,ac5e94b0,kebersihan,4
1,Feb,2021,BA111,Bandung,2cd6e1f2,fasilitas,5
2,Feb,2021,BA111,Bandung,0c8fe55b,makanan,4
2,Feb,2021,BA111,Bandung,2acfa7d6,minuman,3
2,Feb,2021,BA111,Bandung,a8ecc7cb,layanan,3
2,Feb,2021,BA111,Bandung,f015994f,kebersihan,3
2,Feb,2021,BA111,Bandung,2f1584fd,fasilitas,5
3,Feb,2021,BA111,Bandung,9673aa1e,makanan,5
3,Feb,2021,BA111,Bandung,b0888f61,minuman,4
3,Feb,2021,BA111,Bandung,47f9cf3f,layanan,3
3,Feb,2021,BA111,Bandung,ac406e5f,kebersihan,5
3,Feb,2021,BA111,Bandung,c2da62bd,fasilitas,3
4,Feb,2021,BA111,Bandung,3b385520,makanan,4
4,Feb,2021,BA111,Bandung,65c08ab4,minuman,3
4,Feb,2021,BA111,Bandung,38cf445e,layanan,3
4,Feb,2021,BA111,Bandung,d70cd087,kebersihan,5
4,Feb,2021,BA111,Bandung,64ff2484,fasilitas,5
5,Feb,2021,BA111,Bandung,e6be8124,makanan,4
5,Feb,2021,BA111,Bandung,33be190e,minuman,3
5,Feb,2021,BA111,Bandung,a2d56793,layanan,4
5,Feb,2021,BA111,Bandung,9c252a13,kebersihan,3
5,Feb,2021,BA111,Bandung,ca143501,fasilitas,4
6,Feb,2021,BA111,Bandung,fbb4cfb7,makanan,4
6,Feb,2021,BA111,Bandung,ca1d9e23,minuman,4
6,Feb,2021,BA111,Bandung,60ce9e53,layanan,4
6,Feb,2021,BA111,Bandung,5182a4dd,kebersihan,5
6,Feb,2021,BA111,Bandung,a6970af8,fasilitas,3
7,Feb,2021,BA111,Bandung,96c60040,makanan,4
7,Feb,2021,BA111,Bandung,9e4fa412,minuman,3
7,Feb,2021,BA111,Bandung,fff056c1,layanan,3
7,Feb,2021,BA111,Bandung,98dec781,kebersihan,3
7,Feb,2021,BA111,Bandung,0006cd41,fasilitas,3
8,Feb,2021,BA111,Bandung,e8114bba,makanan,4
8,Feb,2021,BA111,Bandung,575e42b2,minuman,5
8,Feb,2021,BA111,Bandung,2a88f045,layanan,5
8,Feb,2021,BA111,Bandung,8681f66b,kebersihan,5
8,Feb,2021,BA111,Bandung,e9780037,fasilitas,4
9,Feb,2021,BA111,Bandung,53dc5285,makanan,4
9,Feb,2021,BA111,Bandung,d71661b6,minuman,3
9,Feb,2021,BA111,Bandung,178c1888,layanan,4
9,Feb,2021,BA111,Bandung,e83416d6,kebersihan,5
9,Feb,2021,BA111,Bandung,89eb48c8,fasilitas,5
10,Feb,2021,BA111,Bandung,60c45c07,makanan,5
10,Feb,2021,BA111,Bandung,5ac70d43,minuman,3
10,Feb,2021,BA111,Bandung,1840f257,layanan,5
10,Feb,2021,BA111,Bandung,f98a6db1,kebersihan,4
10,Feb,2021,BA111,Bandung,cc32a86d,fasilitas,5
11,Feb,2021,BA111,Bandung,dcf2c390,makanan,4
11,Feb,2021,BA111,Bandung,1.26E+56,minuman,3
11,Feb,2021,BA111,Bandung,a216e9d8,layanan,4
11,Feb,2021,BA111,Bandung,a7516126,kebersihan,5
11,Feb,2021,BA111,Bandung,acca9222,fasilitas,3
12,Feb,2021,BA111,Bandung,67a6eddc,makanan,3
12,Feb,2021,BA111,Bandung,acbe0fe5,minuman,5
12,Feb,2021,BA111,Bandung,7ec90884,layanan,5
12,Feb,2021,BA111,Bandung,6e1780ae,kebersihan,5
12,Feb,2021,BA111,Bandung,fc0afad2,fasilitas,4
13,Feb,2021,BA111,Bandung,e0e5accf,makanan,4
13,Feb,2021,BA111,Bandung,814a8cb7,minuman,3
13,Feb,2021,BA111,Bandung,8b922cf4,layanan,5
13,Feb,2021,BA111,Bandung,376c8f56,kebersihan,4
13,Feb,2021,BA111,Bandung,7903e892,fasilitas,4
14,Feb,2021,BA111,Bandung,cbdec2a4,makanan,4
14,Feb,2021,BA111,Bandung,51d6764c,minuman,4
14,Feb,2021,BA111,Bandung,f520f0bf,layanan,4
14,Feb,2021,BA111,Bandung,062ee295,kebersihan,4
14,Feb,2021,BA111,Bandung,71287569,fasilitas,3
15,Feb,2021,BA111,Bandung,c42ad40c,makanan,3
15,Feb,2021,BA111,Bandung,39088f83,minuman,4
15,Feb,2021,BA111,Bandung,3d693b3b,layanan,4
15,Feb,2021,BA111,Bandung,09ceb40e,kebersihan,4
15,Feb,2021,BA111,Bandung,3f665efe,fasilitas,5
16,Feb,2021,BA111,Bandung,d4fe167a,makanan,4
16,Feb,2021,BA111,Bandung,6c986219,minuman,3
16,Feb,2021,BA111,Bandung,8f2b9365,layanan,4
16,Feb,2021,BA111,Bandung,9b1a2cb2,kebersihan,5
16,Feb,2021,BA111,Bandung,1abdd7fe,fasilitas,4
17,Feb,2021,BA111,Bandung,85d5ebe0,makanan,3
17,Feb,2021,BA111,Bandung,59323907,minuman,5
17,Feb,2021,BA111,Bandung,3193607,layanan,3
17,Feb,2021,BA111,Bandung,23534ecb,kebersihan,3
17,Feb,2021,BA111,Bandung,925bf54c,fasilitas,4
18,Feb,2021,BA111,Bandung,27b17e08,makanan,4
18,Feb,2021,BA111,Bandung,9c9a7fe9,minuman,3
18,Feb,2021,BA111,Bandung,310ed790,layanan,4
18,Feb,2021,BA111,Bandung,1c027677,kebersihan,5
18,Feb,2021,BA111,Bandung,28c1d107,fasilitas,5
19,Feb,2021,BA111,Bandung,d8f5a7dc,makanan,4
19,Feb,2021,BA111,Bandung,f587a6c8,minuman,4
19,Feb,2021,BA111,Bandung,8dce874b,layanan,3
19,Feb,2021,BA111,Bandung,5eb200a9,kebersihan,5
19,Feb,2021,BA111,Bandung,41a067a3,fasilitas,3
20,Feb,2021,BA111,Bandung,a565f643,makanan,4
20,Feb,2021,BA111,Bandung,fec4b4f0,minuman,4
20,Feb,2021,BA111,Bandung,6c184f16,layanan,3
20,Feb,2021,BA111,Bandung,0b87eff9,kebersihan,3
20,Feb,2021,BA111,Bandung,a2d49054,fasilitas,5
21,Feb,2021,BA111,Bandung,d970f771,makanan,3
21,Feb,2021,BA111,Bandung,8d7de053,minuman,3
21,Feb,2021,BA111,Bandung,db9f9861,layanan,4
21,Feb,2021,BA111,Bandung,d6f83153,kebersihan,5
21,Feb,2021,BA111,Bandung,a4230a24,fasilitas,3
22,Feb,2021,BA111,Bandung,66786686,makanan,3
22,Feb,2021,BA111,Bandung,6b5c7a14,minuman,3
22,Feb,2021,BA111,Bandung,9656702f,layanan,3
22,Feb,2021,BA111,Bandung,ae3087f5,kebersihan,5
22,Feb,2021,BA111,Bandung,912163a6,fasilitas,4
23,Feb,2021,BA111,Bandung,5f7e4f61,makanan,5
23,Feb,2021,BA111,Bandung,1fe96e6d,minuman,3
23,Feb,2021,BA111,Bandung,e90faa8f,layanan,4
23,Feb,2021,BA111,Bandung,2a6627a0,kebersihan,5
23,Feb,2021,BA111,Bandung,a2ee51de,fasilitas,4
24,Feb,2021,BA111,Bandung,c7d021bf,makanan,4
24,Feb,2021,BA111,Bandung,8330ae88,minuman,3
24,Feb,2021,BA111,Bandung,00702ae0,layanan,5
24,Feb,2021,BA111,Bandung,e1597a8d,kebersihan,3
24,Feb,2021,BA111,Bandung,5b746f5a,fasilitas,5
25,Feb,2021,BA111,Bandung,adaf869b,makanan,4
25,Feb,2021,BA111,Bandung,965c86f0,minuman,5
25,Feb,2021,BA111,Bandung,455da5a2,layanan,3
25,Feb,2021,BA111,Bandung,3617f178,kebersihan,3
25,Feb,2021,BA111,Bandung,eae03d1e,fasilitas,5
26,Feb,2021,BA111,Bandung,595e23ab,makanan,3
26,Feb,2021,BA111,Bandung,53a3246a,minuman,5
26,Feb,2021,BA111,Bandung,3226e4d8,layanan,4
26,Feb,2021,BA111,Bandung,7b7ef2ac,kebersihan,5
26,Feb,2021,BA111,Bandung,d965e88a,fasilitas,4
27,Feb,2021,BA111,Bandung,ef5d65dd,makanan,3
27,Feb,2021,BA111,Bandung,79e7cb92,minuman,3
27,Feb,2021,BA111,Bandung,6b271acc,layanan,5
27,Feb,2021,BA111,Bandung,a84b8318,kebersihan,4
27,Feb,2021,BA111,Bandung,3a6062d0,fasilitas,3
28,Feb,2021,BA111,Bandung,620b8c17,makanan,4
28,Feb,2021,BA111,Bandung,e82dde6b,minuman,3
28,Feb,2021,BA111,Bandung,52710ab3,layanan,5
28,Feb,2021,BA111,Bandung,3ff5bbaf,kebersihan,5
28,Feb,2021,BA111,Bandung,5b4d114e,fasilitas,5
1,Mar,2021,BA111,Bandung,848bd088,makanan,4
1,Mar,2021,BA111,Bandung,58c1a8e8,minuman,5
1,Mar,2021,BA111,Bandung,75b4fc68,layanan,4
1,Mar,2021,BA111,Bandung,15e7e233,kebersihan,3
1,Mar,2021,BA111,Bandung,69e845fc,fasilitas,4
2,Mar,2021,BA111,Bandung,0eb54c04,makanan,3
2,Mar,2021,BA111,Bandung,7e69b7a3,minuman,3
2,Mar,2021,BA111,Bandung,bb51827d,layanan,4
2,Mar,2021,BA111,Bandung,8937bcda,kebersihan,3
2,Mar,2021,BA111,Bandung,4e7c25f5,fasilitas,4
3,Mar,2021,BA111,Bandung,ebcd5bea,makanan,4
3,Mar,2021,BA111,Bandung,dd535b5e,minuman,4
3,Mar,2021,BA111,Bandung,947d0796,layanan,3
3,Mar,2021,BA111,Bandung,6e8a4eb7,kebersihan,4
3,Mar,2021,BA111,Bandung,e0ad9247,fasilitas,5
4,Mar,2021,BA111,Bandung,287b3fdf,makanan,3
4,Mar,2021,BA111,Bandung,aeadce3f,minuman,4
4,Mar,2021,BA111,Bandung,dbc08769,layanan,3
4,Mar,2021,BA111,Bandung,ff99dc0f,kebersihan,4
4,Mar,2021,BA111,Bandung,d8e866c1,fasilitas,3
5,Mar,2021,BA111,Bandung,3613604b,makanan,5
5,Mar,2021,BA111,Bandung,8ded8d25,minuman,5
5,Mar,2021,BA111,Bandung,6ee2749c,layanan,3
5,Mar,2021,BA111,Bandung,b0860e51,kebersihan,3
5,Mar,2021,BA111,Bandung,0c972e67,fasilitas,5
6,Mar,2021,BA111,Bandung,35369a6e,makanan,4
6,Mar,2021,BA111,Bandung,22922d2c,minuman,3
6,Mar,2021,BA111,Bandung,31093d2e,layanan,3
6,Mar,2021,BA111,Bandung,6dabf7a5,kebersihan,3
6,Mar,2021,BA111,Bandung,5cc5ba22,fasilitas,3
7,Mar,2021,BA111,Bandung,7c269aec,makanan,4
7,Mar,2021,BA111,Bandung,b6404449,minuman,5
7,Mar,2021,BA111,Bandung,7c3fbb7d,layanan,4
7,Mar,2021,BA111,Bandung,a216e9d8,kebersihan,5
7,Mar,2021,BA111,Bandung,db9d6203,fasilitas,4
8,Mar,2021,BA111,Bandung,54596459,makanan,3
8,Mar,2021,BA111,Bandung,b44af244,minuman,5
8,Mar,2021,BA111,Bandung,42e6cbdc,layanan,4
8,Mar,2021,BA111,Bandung,633501af,kebersihan,4
8,Mar,2021,BA111,Bandung,a100478b,fasilitas,3
9,Mar,2021,BA111,Bandung,04f32b2f,makanan,3
9,Mar,2021,BA111,Bandung,a2f32e91,minuman,5
9,Mar,2021,BA111,Bandung,72592532,layanan,4
9,Mar,2021,BA111,Bandung,ecbaa98c,kebersihan,5
9,Mar,2021,BA111,Bandung,cbb60209,fasilitas,3
10,Mar,2021,BA111,Bandung,2eff7dc9,makanan,5
10,Mar,2021,BA111,Bandung,986f25cb,minuman,4
10,Mar,2021,BA111,Bandung,4b95b679,layanan,4
10,Mar,2021,BA111,Bandung,523bdb22,kebersihan,5
10,Mar,2021,BA111,Bandung,fea2a503,fasilitas,3
11,Mar,2021,BA111,Bandung,c3de87d5,makanan,5
11,Mar,2021,BA111,Bandung,41edfcee,minuman,5
11,Mar,2021,BA111,Bandung,9c1f92c1,layanan,3
11,Mar,2021,BA111,Bandung,4f2df81e,kebersihan,3
11,Mar,2021,BA111,Bandung,13b22a6f,fasilitas,5
12,Mar,2021,BA111,Bandung,95a8b2c2,makanan,5
12,Mar,2021,BA111,Bandung,d3b20607,minuman,4
12,Mar,2021,BA111,Bandung,733de9fd,layanan,3
12,Mar,2021,BA111,Bandung,5e421c2d,kebersihan,3
12,Mar,2021,BA111,Bandung,3abc7467,fasilitas,3
13,Mar,2021,BA111,Bandung,4761db1e,makanan,4
13,Mar,2021,BA111,Bandung,8504f6eb,minuman,5
13,Mar,2021,BA111,Bandung,1b567937,layanan,4
13,Mar,2021,BA111,Bandung,a76778c0,kebersihan,5
13,Mar,2021,BA111,Bandung,da630e8e,fasilitas,5
14,Mar,2021,BA111,Bandung,eac40643,makanan,4
14,Mar,2021,BA111,Bandung,f94d9fbe,minuman,5
14,Mar,2021,BA111,Bandung,58dc8be4,layanan,5
14,Mar,2021,BA111,Bandung,d664f262,kebersihan,5
14,Mar,2021,BA111,Bandung,43c3bbbb,fasilitas,5
15,Mar,2021,BA111,Bandung,5bc37eb8,makanan,3
15,Mar,2021,BA111,Bandung,74672a00,minuman,3
15,Mar,2021,BA111,Bandung,5c436ba1,layanan,4
15,Mar,2021,BA111,Bandung,ef31131d,kebersihan,4
15,Mar,2021,BA111,Bandung,a12bf207,fasilitas,4
16,Mar,2021,BA111,Bandung,c0d5edef,makanan,3
16,Mar,2021,BA111,Bandung,354b1095,minuman,5
16,Mar,2021,BA111,Bandung,e30779e7,layanan,3
16,Mar,2021,BA111,Bandung,83cf0d0e,kebersihan,5
16,Mar,2021,BA111,Bandung,b23f9f5c,fasilitas,4
17,Mar,2021,BA111,Bandung,8d7b67c1,makanan,4
17,Mar,2021,BA111,Bandung,0fe15919,minuman,3
17,Mar,2021,BA111,Bandung,1cdea700,layanan,4
17,Mar,2021,BA111,Bandung,98d13c8d,kebersihan,5
17,Mar,2021,BA111,Bandung,0c21187c,fasilitas,5
18,Mar,2021,BA111,Bandung,6eb85ffc,makanan,4
18,Mar,2021,BA111,Bandung,3005c6cb,minuman,3
18,Mar,2021,BA111,Bandung,86ee912f,layanan,4
18,Mar,2021,BA111,Bandung,3f9157a1,kebersihan,3
18,Mar,2021,BA111,Bandung,a4495cb5,fasilitas,3
19,Mar,2021,BA111,Bandung,8b983cad,makanan,5
19,Mar,2021,BA111,Bandung,e74a90e0,minuman,4
19,Mar,2021,BA111,Bandung,e5c21275,layanan,5
19,Mar,2021,BA111,Bandung,2dd67d76,kebersihan,5
19,Mar,2021,BA111,Bandung,96a5d083,fasilitas,4
20,Mar,2021,BA111,Bandung,25d65b30,makanan,4
20,Mar,2021,BA111,Bandung,a0181e5f,minuman,4
20,Mar,2021,BA111,Bandung,8ea9b1bb,layanan,4
20,Mar,2021,BA111,Bandung,66d01835,kebersihan,4
20,Mar,2021,BA111,Bandung,33689c91,fasilitas,3
21,Mar,2021,BA111,Bandung,2f32ad52,makanan,3
21,Mar,2021,BA111,Bandung,d67ba5f8,minuman,5
21,Mar,2021,BA111,Bandung,bb705fc5,layanan,5
21,Mar,2021,BA111,Bandung,fbdd7e32,kebersihan,5
21,Mar,2021,BA111,Bandung,c11cb188,fasilitas,5
22,Mar,2021,BA111,Bandung,6d69eb5e,makanan,5
22,Mar,2021,BA111,Bandung,cea61b6c,minuman,4
22,Mar,2021,BA111,Bandung,1a10fec6,layanan,4
22,Mar,2021,BA111,Bandung,a7c95f1f,kebersihan,5
22,Mar,2021,BA111,Bandung,b731fda7,fasilitas,3
23,Mar,2021,BA111,Bandung,2f0160d4,makanan,5
23,Mar,2021,BA111,Bandung,0cce9a48,minuman,4
23,Mar,2021,BA111,Bandung,fd47e0d0,layanan,3
23,Mar,2021,BA111,Bandung,cc6b45c7,kebersihan,5
23,Mar,2021,BA111,Bandung,34d17200,fasilitas,3
24,Mar,2021,BA111,Bandung,2e73917e,makanan,3
24,Mar,2021,BA111,Bandung,aa9faf2d,minuman,5
24,Mar,2021,BA111,Bandung,3d0f352e,layanan,5
24,Mar,2021,BA111,Bandung,ec1ab8b2,kebersihan,3
24,Mar,2021,BA111,Bandung,5f4498c7,fasilitas,3
25,Mar,2021,BA111,Bandung,d7c7b15b,makanan,5
25,Mar,2021,BA111,Bandung,20f32a8b,minuman,3
25,Mar,2021,BA111,Bandung,0a88dd07,layanan,5
25,Mar,2021,BA111,Bandung,5f7cf74d,kebersihan,4
25,Mar,2021,BA111,Bandung,c339ce56,fasilitas,5
26,Mar,2021,BA111,Bandung,e546c16f,makanan,3
26,Mar,2021,BA111,Bandung,2bc14de3,minuman,5
26,Mar,2021,BA111,Bandung,85e8ae73,layanan,5
26,Mar,2021,BA111,Bandung,f3f3eb18,kebersihan,5
26,Mar,2021,BA111,Bandung,f3309ed3,fasilitas,4
27,Mar,2021,BA111,Bandung,4c75c271,makanan,5
27,Mar,2021,BA111,Bandung,7aee45fa,minuman,5
27,Mar,2021,BA111,Bandung,5064d3bf,layanan,5
27,Mar,2021,BA111,Bandung,5a8f03e5,kebersihan,4
27,Mar,2021,BA111,Bandung,96f247ea,fasilitas,5
28,Mar,2021,BA111,Bandung,9d1620cc,makanan,5
28,Mar,2021,BA111,Bandung,6b6e4e13,minuman,5
28,Mar,2021,BA111,Bandung,ebc28e33,layanan,5
28,Mar,2021,BA111,Bandung,63013429,kebersihan,4
28,Mar,2021,BA111,Bandung,690be095,fasilitas,3
29,Mar,2021,BA111,Bandung,b36a4450,makanan,5
29,Mar,2021,BA111,Bandung,3c88030a,minuman,4
29,Mar,2021,BA111,Bandung,01745b95,layanan,5
29,Mar,2021,BA111,Bandung,ba434422,kebersihan,5
29,Mar,2021,BA111,Bandung,cb9e2292,fasilitas,3
30,Mar,2021,BA111,Bandung,92d6311a,makanan,4
30,Mar,2021,BA111,Bandung,e0d10ada,minuman,3
30,Mar,2021,BA111,Bandung,d047b152,layanan,5
30,Mar,2021,BA111,Bandung,ae770930,kebersihan,5
30,Mar,2021,BA111,Bandung,2cff8ad6,fasilitas,4
